Schedule,Inference Ratio
Schedule 79,0.3076923076923077
Schedule 80,0.4230769230769231
Schedule 81,0.18181818181818182
Schedule 82,0.36363636363636365
Schedule 83,1.0909090909090908
Schedule 84,1.5454545454545454
Schedule 85,0.5333333333333333
Schedule 86,0.7333333333333333
Schedule 87,0.8
Schedule 88,0.8666666666666667
Schedule 89,2.1
Schedule 90,2.3666666666666667
Schedule 91,0.46153846153846156
Schedule 92,0.7692307692307693
Schedule 93,0.7727272727272727
Schedule 94,0.5714285714285714
Schedule 95,1.6363636363636365
Schedule 96,1.3181818181818181
Schedule 97,0.5666666666666667
Schedule 98,0.7
Schedule 99,0.7666666666666667
Schedule 100,0.7333333333333333
Schedule 1,0.16216216216216217
Schedule 2,0.16216216216216217
Schedule 3,0.3888888888888889
Schedule 4,0.08333333333333333
Schedule 5,0.6111111111111112
Schedule 6,0.4166666666666667
Schedule 7,0.1111111111111111
Schedule 8,0.21621621621621623
Schedule 9,0.1111111111111111
Schedule 10,0.05555555555555555
Schedule 11,0.3333333333333333
Schedule 12,0.4722222222222222
Schedule 13,0.21875
Schedule 14,0.375
Schedule 15,0.21428571428571427
Schedule 16,0.2857142857142857
Schedule 17,1.25
Schedule 18,1.1428571428571428
Schedule 19,0.37037037037037035
Schedule 20,0.37037037037037035
Schedule 21,0.34615384615384615
Schedule 22,0.34615384615384615
Schedule 23,0.4444444444444444
Schedule 24,0.37037037037037035
Schedule 25,0.3055555555555556
Schedule 26,0.16216216216216217
Schedule 27,0.3783783783783784
Schedule 28,0.21621621621621623
Schedule 29,1.0555555555555556
Schedule 30,0.8648648648648649
Schedule 31,0.1891891891891892
Schedule 32,0.21621621621621623
Schedule 33,0.08333333333333333
Schedule 34,0.3888888888888889
Schedule 35,0.9722222222222222
Schedule 36,0.8611111111111112
Schedule 37,0.08108108108108109
Schedule 38,0.16666666666666666
Schedule 39,0.19444444444444445
Schedule 40,0.25
Schedule 41,0.5555555555555556
Schedule 42,0.7777777777777778
Schedule 43,0.19444444444444445
Schedule 44,0.1111111111111111
Schedule 45,0.19444444444444445
Schedule 46,0.16666666666666666
Schedule 47,0.5277777777777778
Schedule 48,0.2777777777777778
Schedule 49,0.28125
Schedule 50,0.125
Schedule 51,0.25
Schedule 52,0.35714285714285715
Schedule 53,1.25
Schedule 54,1.037037037037037
Schedule 55,0.23076923076923078
Schedule 56,0.14285714285714285
Schedule 57,0.15384615384615385
Schedule 58,0.15384615384615385
Schedule 59,0.6296296296296297
Schedule 60,0.34615384615384615
Schedule 61,0.21621621621621623
Schedule 62,0.21621621621621623
Schedule 63,0.24324324324324326
Schedule 64,0.32432432432432434
Schedule 65,1.1944444444444444
Schedule 66,1.1111111111111112
Schedule 67,0.24324324324324326
Schedule 68,0.1891891891891892
Schedule 69,0.2222222222222222
Schedule 70,0.25
Schedule 71,0.6944444444444444
Schedule 72,0.8888888888888888
Schedule 73,0.35135135135135137
Schedule 74,0.24324324324324326
Schedule 75,0.4444444444444444
Schedule 76,0.4444444444444444
Schedule 77,0.9166666666666666
Schedule 78,1.1944444444444444
Schedule 79,0.21621621621621623
Schedule 80,0.2972972972972973
Schedule 81,0.1111111111111111
Schedule 82,0.2222222222222222
Schedule 83,0.6666666666666666
Schedule 84,0.9444444444444444
Schedule 85,0.5
Schedule 86,0.6875
Schedule 87,0.8571428571428571
Schedule 88,0.9285714285714286
Schedule 89,2.25
Schedule 90,2.6296296296296298
Schedule 91,0.46153846153846156
Schedule 92,0.7142857142857143
Schedule 93,0.6538461538461539
Schedule 94,0.48
Schedule 95,1.3846153846153846
Schedule 96,1.1153846153846154
Schedule 97,0.4594594594594595
Schedule 98,0.5675675675675675
Schedule 99,0.6216216216216216
Schedule 100,0.5945945945945946
