Utilization,InferabilityRate,TaskCount
0.22669461,0,5
0.364310044,0.255105649,5
0.368263932,0.480228949,5
0.34016011,0,5
0.234858419,0.482465863,5
0.368492868,0.483759622,5
0.357489927,0.483838479,5
0.261888888,0.484740146,5
0.307529676,0.489643288,5
0.281594378,0.491342432,5
0.300412728,0.498339934,5
0.342100677,0,5
0.293558011,0.500426384,5
0.279070393,0.501543451,5
0.315515451,0.50201607,5
0.24741802,0.502072585,5
0.339957938,0.872550006,5
0.340805413,0.511828303,5
0.313736577,0.512903745,5
0.251205646,0.51291277,5
0.333032372,0.515093687,5
0.279985845,0,5
0.323500529,0.516499554,5
0.319637797,0.517825369,5
0.27253436,0.519084676,5
0.311031388,0.520359809,5
0.235863106,0.524773524,5
0.366553746,0.524783485,5
0.327812655,0.525689475,5
0.288133552,0.528055322,5
0.239091488,0.530077798,5
0.351400157,0.530343684,5
0.355017992,0.530793362,5
0.366200038,0,5
0.22503347,0,5
0.35514864,0.533408628,5
0.28621247,0,5
0.224636065,0,5
0.2254027,0.535825207,5
0.226473044,0.535884544,5
0.234198678,0.536493805,5
0.251870853,0.539779539,5
0.256384266,0.540825851,5
0.26235752,0,5
0.265969272,0.542712061,5
0.273633731,0.892606903,5
0.277888963,0.54702077,5
0.280162148,0.549235017,5
0.290541471,0.549276936,5
0.290846045,0.552446497,5
0.301059322,0.828322374,5
0.318040598,0,5
0.318128406,0.558241317,5
0.333498538,0,5
0.343052855,0.563406141,5
0.356533339,0,5
0.369874193,0.564095499,5
0.378382455,0.241544489,5
0.379260213,0.566003867,5
0.484382297,0.48854481,5
0.509650788,0.489061576,5
0.537249748,0.489351526,5
0.43202555,0,5
0.443882959,0.492137267,5
0.518930536,0.493305743,5
0.484001628,0.494120284,5
0.549505789,0.497519471,5
0.565004684,0.49789642,5
0.493666827,0.49838347,5
0.475198055,0.501123553,5
0.484453487,0,5
0.44277481,0.504038298,5
0.431450345,0.504814269,5
0.45812465,0.505201591,5
0.424719702,0.506465455,5
0.548492613,0.81738189,5
0.551040111,0.506997043,5
0.485348872,0.901133427,5
0.42083728,0.511243157,5
0.433077766,0.511481194,5
0.539116072,0.513853153,5
0.442003036,0.514064039,5
0.544274282,0.104712398,5
0.519468398,0.515550188,5
0.440020762,0.516208231,5
0.500908516,0.517938881,5
0.567958436,0.202706491,5
0.457117108,0.524773511,5
0.448829962,0.525470332,5
0.472629015,0.526195159,5
0.529321772,0.527949795,5
0.487802926,0.528132227,5
0.510471859,0.03909281,5
0.51612681,0.531016796,5
0.458628904,0.53168585,5
0.546844697,0.531805412,5
0.483181476,0.533404248,5
0.460299445,0.914878376,5
0.567015235,0.538431585,5
0.56614889,0.540121594,5
0.475901884,0.544882572,5
0.506034941,0.799419244,5
0.450444627,0.548629715,5
0.45730582,0.548827275,5
0.541240793,0.552064929,5
0.565732902,0,5
0.556594688,0.553591846,5
0.489409196,0.555477135,5
0.425207315,0.556765224,5
0.553419298,0.557283012,5
0.442631533,0,5
0.466805173,0.561439878,5
0.536524287,0.561730246,5
0.5376429,0,5
0.525065927,0.564330706,5
0.458817447,0,5
0.56162726,0.566318977,5
0.445304252,0.566637177,5
0.478449199,0.566725278,5
0.420352923,0.067897515,5
0.483560741,0.568109662,5
0.535462897,0.571697584,5
0.516059737,0.022658153,5
0.565840244,0.572773867,5
0.433350896,0.573573134,5
0.576787995,0,5
0.547166812,0.575781227,5
0.495336106,0.575875038,5
0.504980765,0.577684612,5
0.488081516,0,5
0.573165228,0.874002183,5
0.427645006,0.581665443,5
0.460342174,0.582963988,5
0.478156722,0.583303991,5
0.512716937,0.584860647,5
0.561258896,0.584894215,5
0.507984117,0.154230572,5
0.48908612,0.589796353,5
0.422655828,0.590323908,5
0.550488237,0.590510524,5
0.568984812,0.590768929,5
0.577600521,0.59088008,5
0.470465999,0.591187358,5
0.476097696,0.591573354,5
0.450041907,0.593476651,5
0.527280769,0.593782103,5
0.452115618,0.596315142,5
0.575178232,0.068125014,5
0.53363686,0,5
0.424517473,0.597944197,5
0.52214177,0,5
0.437015444,0.599601501,5
0.504802537,0.59993391,5
0.482819076,0.475935817,5
0.522271337,0.600843092,5
0.500610204,0,5
0.449463192,0.601594908,5
0.561081608,0,5
0.558361538,0.772911355,5
0.726528177,0.48854481,5
0.632580847,0.489061576,5
0.651618983,0.489351526,5
0.659752046,0.491597522,5
0.66155551,0.492137267,5
0.67821247,0.493305743,5
0.684583432,0.494120284,5
0.68518914,0.497519471,5
0.700751231,0.49789642,5
0.712567581,0.49838347,5
0.738579845,0.501123553,5
0.744278534,0.502424594,5
0.75190082,0.504038298,5
0.752461293,0.504814269,5
0.76408379,0,5
0.774078088,0.506465455,5
0.658651933,0.81738189,5
0.708515639,0.506997043,5
0.759631748,0.901133427,5
0.655577618,0.511243157,5
0.737895663,0.511481194,5
0.728030322,0,5
0.741012343,0,5
0.65103141,0.104712398,5
0.688984735,0.515550188,5
0.716306999,0.516208231,5
0.727967232,0.517938881,5
0.722151034,0.202706491,5
0.636930657,0.524773511,5
0.741210353,0.525470332,5
0.732812689,0.526195159,5
0.627483967,0,5
0.71744183,0.528132227,5
0.747349587,0.03909281,5
0.643063009,0.531016796,5
0.669151096,0.53168585,5
0.681284037,0.531805412,5
0.721903358,0.533404248,5
0.704508845,0.914878376,5
0.723243323,0.538431585,5
0.646192819,0.540121594,5
0.696552831,0.544882572,5
0.724239466,0.799419244,5
0.742237361,0.548629715,5
0.756691704,0.548827275,5
0.694365382,0.552064929,5
0.746255938,0.608403126,5
0.659803705,0.553591846,5
0.759515386,0.555477135,5
0.714624097,0.556765224,5
0.670053998,0.557283012,5
0.727755322,0.786460567,5
0.772560397,0.561439878,5
0.651569854,0.561730246,5
0.625592923,0,5
0.687023274,0.564330706,5
0.621269033,0.566271102,5
0.67025389,0.566318977,5
0.64317524,0.566637177,5
0.763445191,0.566725278,5
0.694714702,0.067897515,5
0.758845324,0.568109662,5
0.627513746,0.571697584,5
0.688132908,0.022658153,5
0.717628311,0.572773867,5
0.775957709,0.573573134,5
0.73823416,0.573910515,5
0.703740745,0.575781227,5
0.713311579,0,5
0.732361935,0.577684612,5
0.625356246,0.58042617,5
0.77094456,0.874002183,5
0.726487378,0.581665443,5
0.729791976,0.582963988,5
0.740919045,0.583303991,5
0.734542572,0.584860647,5
0.708984302,0.584894215,5
0.697513223,0.154230572,5
0.768738823,0.589796353,5
0.681344452,0.590323908,5
0.705844065,0.590510524,5
0.705347077,0.590768929,5
0.760471015,0.59088008,5
0.760084773,0.591187358,5
0.759162775,0.591573354,5
0.738185553,0.593476651,5
0.719750772,0.593782103,5
0.718792448,0.596315142,5
0.7127648,0.068125014,5
0.704584244,0.597517326,5
0.692595738,0.597944197,5
0.675417756,0.598779403,5
0.673864435,0.599601501,5
0.666768192,0,5
0.661788871,0.475935817,5
0.652398718,0.600843092,5
0.650437377,0.600912687,5
0.647704105,0.601594908,5
0.631700628,0.602053621,5
0.629117269,0.772911355,5
0.933660868,0.52465482,5
0.861842504,0.524183891,5
0.937791817,0,5
0.898559185,0.166685776,5
0.925340648,0.521448904,5
0.899465493,0.520263757,5
0.824723977,0.519693872,5
0.976884859,0.518441659,5
0.824105907,0,5
0.828338833,0.516916324,5
0.950807025,0.516205077,5
0.937119289,0.516067859,5
0.843781479,0.516008714,5
0.902578279,0.511790366,5
0.976893986,0,5
0.879263621,0.510755233,5
0.905945713,0,5
0.83708216,0.507505579,5
0.894238004,0.506812723,5
0.889559118,0.506655794,5
0.861687046,0.506283625,5
0.962926328,0.62642453,5
0.918503964,0.504213549,5
0.979796888,0,5
0.926592798,0.533333278,5
0.97202724,0.559877503,5
0.949193283,0.497487965,5
0.916099543,0.496871158,5
0.925260641,0.493510767,5
0.871840464,0.481491819,5
0.905849179,0.489946762,5
0.872999688,0.48901648,5
0.905612646,0.840966876,5
0.895925514,0.182653951,5
0.830245983,0.487695711,5
0.950370281,0.486923475,5
0.859138278,0,5
0.965462042,0.486063009,5
0.874022833,0.484785742,5
0.923871776,0.154984943,5
0.871274328,0.482139288,5
0.879468697,0.48162614,5
0.935152681,0.48136219,5
0.973716617,0,5
0.829595826,0.476756423,5
0.948388023,0.474722949,5
0.915232081,0.473160164,5
0.836565481,0.760139584,5
0.978768746,0.068644165,5
0.96468775,0.469935438,5
0.883804541,0,5
0.955925145,0.468565318,5
0.893465747,0.468223931,5
0.872037176,0.466394255,5
0.887227775,0.465710441,5
0.941151948,0.464151092,5
0.849864124,0.457954,5
0.921364798,0,5
0.963562592,0.457078902,5
0.93717422,0.115725634,5
0.889629207,0.454856523,5
0.834305311,0.857206659,5
0.950725033,0.453689167,5
0.832141947,0,5
0.968150724,0.453159733,5
0.978689379,0.452450439,5
0.915139343,0.451243215,5
0.949548263,0.449675181,5
0.855484734,0.448967172,5
0.838707925,0.906701172,5
0.896399958,0.447227739,5
0.854860516,0,5
0.836095138,0,5
0.846906417,0.44312074,5
0.836835741,0.530888499,5
0.933394884,0.440768467,5
0.957737634,0.440094403,5
0.883714274,0.439010394,5
0.965069422,0,5
0.827178309,0,5
0.882400394,0.435034356,5
0.886750311,0.531440371,5
0.898215382,0.429600861,5
0.90434227,0.428926026,5
0.867033263,0.293609157,5
0.884138161,0.424780259,5
0.91828283,0,5
0.82991962,0.421370599,5
0.879134066,0.419157075,5
0.877576116,0.415449558,5
0.928814221,0.414600742,5
0.965435475,0.413517074,5
0.942270111,0.408191184,5
0.911679703,0.40637674,5
0.830299043,0.403423893,5
0.965124441,0,5
0.960485973,0.39893042,5
0.940633815,0.398478781,5
0.938193094,0.398170389,5
0.944475438,0.397935672,5
0.020610939,0.136801807,7
0.049261618,0.922771027,7
0.050912579,0.378822705,7
0.05833245,0.379272802,7
0.059314915,0.380083995,7
0.07734442,0.38025127,7
0.084184051,0,7
0.086552133,0.381515738,7
0.099339537,0.381667063,7
0.102451363,0.382646666,7
0.114881976,0.383309172,7
0.117610605,0,7
0.123529341,0.383789653,7
0.125969764,0.383910607,7
0.126871643,0.383991612,7
0.133549547,0.386183387,7
0.133749013,0.38661758,7
0.137817683,0.387016616,7
0.148640551,0.302373206,7
0.153120886,0.388932648,7
0.153517505,0.389977216,7
0.159599243,0,7
0.169277607,0.391058845,7
0.171691792,0.391468744,7
0.174795338,0.393483571,7
0.113035029,0.394688638,7
0.157151635,0.396843262,7
0.047086815,0.397912768,7
0.163827513,0.397929429,7
0.08491944,0.398460685,7
0.051480009,0.399086271,7
0.142499718,0.400465923,7
0.086865904,0,7
0.108977808,0,7
0.039545687,0.404077315,7
0.175673204,0,7
0.108293837,0.405328889,7
0.058789646,0.40622478,7
0.026042819,0.407944039,7
0.046302195,0.408267314,7
0.08475949,0.335501335,7
0.050593874,0.41024095,7
0.073348366,0.41078039,7
0.127324614,0.411520801,7
0.127508228,0.411672585,7
0.023393539,0.41229506,7
0.115302728,0.4123618,7
0.070474217,0.412539132,7
0.130950467,0.41544006,7
0.13897229,0.416031621,7
0.031389168,0.416722481,7
0.079196006,0.418759619,7
0.069047999,0.399367526,7
0.025307279,0.337068717,7
0.118404506,0.421652931,7
0.031846297,0,7
0.080893198,0.42366168,7
0.129717048,0.424359391,7
0.156679846,0.424806071,7
0.105444342,0.425549031,7
0.047447845,0.426532894,7
0.022096535,0.429635991,7
0.136310156,0.431245027,7
0.169900139,0.431265481,7
0.102124699,0.432014347,7
0.116809428,0.432135155,7
0.13036932,0.43382803,7
0.023899637,0,7
0.166730446,0,7
0.120379344,0.476991298,7
0.079545868,0.119619583,7
0.080376636,0.440304826,7
0.15218089,0.440585281,7
0.033447419,0.442557678,7
0.03493499,0.442945368,7
0.035533374,0.443091247,7
0.036416666,0.443734027,7
0.046583313,0.444387607,7
0.05852338,0.44447321,7
0.0637325,0.444672764,7
0.084668629,0.444703827,7
0.088606849,0.576947907,7
0.09115117,0.132805173,7
0.107834527,0.614610938,7
0.112246625,0.448292936,7
0.1126282,0.448433335,7
0.11289044,0.455656584,7
0.120500953,0.449213609,7
0.120724961,0.388901276,7
0.132746375,0.450766207,7
0.13467621,0.735350319,7
0.136044584,0.452732598,7
0.140553777,0.45288017,7
0.147376837,0.452937666,7
0.154665177,0.454266048,7
0.157195107,0.454450006,7
0.17445788,0.454455945,7
0.175052146,0.454672707,7
0.17689295,0,7
0.173899332,0.455548372,7
0.343520767,0.429480112,7
0.260173232,0.036220811,7
0.275999753,0.433498613,7
0.32097756,0.434287231,7
0.227729194,0.434288783,7
0.372473998,0,7
0.222543717,0.435559591,7
0.265363201,0.435743627,7
0.263404829,0.200195234,7
0.283205177,0.42961711,7
0.249331565,0.438976894,7
0.264786907,0.439033638,7
0.26822092,0,7
0.292736516,0.44180251,7
0.314467774,0.442355939,7
0.265293114,0.443096032,7
0.266380216,0.331090887,7
0.232150774,0.444487166,7
0.26827964,0.4453444,7
0.270166797,0.447023128,7
0.228281184,0.449622906,7
0.309502812,0.449679556,7
0.333779281,0.449865839,7
0.331620756,0.450538259,7
0.357673641,0.45240384,7
0.291449836,0.457640707,7
0.302660702,0.458420168,7
0.325248864,0.459056152,7
0.263195801,0.440568497,7
0.228406255,0.460475718,7
0.242963946,0.461324295,7
0.248591449,0.461595492,7
0.34057784,0.4624334,7
0.231698828,0.462677615,7
0.29140842,0.46359077,7
0.281868249,0.378622771,7
0.222724082,0.464342163,7
0.335174546,0.46808232,7
0.232086311,0.468281434,7
0.245991994,0.469066363,7
0.304951259,0.469254703,7
0.304697763,0.469725082,7
0.370174353,0.47104285,7
0.237368422,0.475564792,7
0.251885316,0,7
0.287612297,0.478741512,7
0.220910048,0.481135845,7
0.257377578,0.481199153,7
0.371771989,0.481836449,7
0.366099684,0.482168143,7
0.304933618,0.498010882,7
0.365315299,0.484091841,7
0.235287824,0.485106791,7
0.378629037,0.486328195,7
0.378696637,0.489650807,7
0.246774725,0.489928693,7
0.291991214,0.49231034,7
0.32493523,0.493512918,7
0.341890536,0.494131062,7
0.289137375,0.49450415,7
0.257676694,0.499095711,7
0.280910379,0.494262989,7
0.314241059,0.500504416,7
0.303717676,0.536879556,7
0.333639094,0.500945416,7
0.24067269,0.943800723,7
0.240669159,0.506312134,7
0.237588843,0.772391969,7
0.286314659,0.509282863,7
0.300245257,0.509535628,7
0.30207667,0.935975001,7
0.379816956,0.510552308,7
0.319641057,0.515128117,7
0.238331551,0.519122001,7
0.366294557,0.520070733,7
0.375384375,0.521464124,7
0.359829588,0.521940217,7
0.25703289,0.52226375,7
0.30342572,0.522963523,7
0.363823464,0.525084987,7
0.320446703,0.525213416,7
0.306282516,0.218517866,7
0.303343664,0.526529974,7
0.293981501,0.528046071,7
0.373977599,0.816661471,7
0.317166641,0,7
0.296004783,0.529877026,7
0.238258506,0.602105735,7
0.226755714,0.532872079,7
0.338335829,0.533095535,7
0.35934085,0.533591362,7
0.261753592,0.533824675,7
0.271130212,0.536941751,7
0.280895712,0.537210734,7
0.363721178,0.539059259,7
0.349789792,0,7
0.313233607,0.826309154,7
0.345733367,0.542374916,7
0.287239819,0.54252199,7
0.276018112,0.544818819,7
0.561388386,0.539572583,7
0.568326167,0.49285894,7
0.560690877,0.462069891,7
0.436841563,0.52475975,7
0.456878762,0.547128532,7
0.501105284,0.534769271,7
0.568953519,0.484038212,7
0.45427117,0.931010798,7
0.46691602,0.505297018,7
0.493444001,0.54488995,7
0.49916838,0.564531138,7
0.54227768,0.487956248,7
0.515821358,0.508336289,7
0.543676404,0.452137992,7
0.547565546,0.780557702,7
0.516071506,0.549118384,7
0.475553531,0.540875791,7
0.454549392,0.510425217,7
0.502032701,0,7
0.437153636,0.554174545,7
0.564988062,0.546111419,7
0.544948872,0.448709759,7
0.504851294,0.580006755,7
0.428095338,0.451156318,7
0.545983366,0.452670617,7
0.46093718,0.448828321,7
0.52502155,0.472146567,7
0.546883459,0,7
0.522102932,0.56067711,7
0.493598881,0.473769393,7
0.578543567,0.791590005,7
0.461377464,0.526782675,7
0.484462136,0.521951605,7
0.487790978,0.45475246,7
0.500428126,0.454904341,7
0.572612133,0.551804639,7
0.441677333,0.459931885,7
0.486541172,0.508650559,7
0.507017215,0.554994447,7
0.545935391,0.495026575,7
0.425926311,0.501086852,7
0.518725475,0,7
0.450008674,0.537473524,7
0.477299203,0.484386969,7
0.472202833,0.527002578,7
0.420505597,0.443649524,7
0.49467719,0,7
0.536032936,0.487295655,7
0.440692244,0.53915153,7
0.457054378,0.513315474,7
0.457558459,0.506924239,7
0.548325941,0.521057649,7
0.516052463,0.654076121,7
0.529384664,0.454881759,7
0.526901322,0.487199609,7
0.509881748,0,7
0.423306294,0.444015269,7
0.481125498,0.491246673,7
0.477880461,0.55782564,7
0.525444537,0.383057585,7
0.504023329,0.54375997,7
0.47760602,0,7
0.491899609,0.487016861,7
0.490198357,0.554324112,7
0.514834028,0.860410483,7
0.505637737,0,7
0.475373986,0.547116294,7
0.507880833,0.439786501,7
0.449098716,0.488150724,7
0.458214553,0.524991021,7
0.565936103,0.798022821,7
0.475404474,0.518235673,7
0.460692449,0,7
0.492372489,0.464024191,7
0.492441933,0.554196232,7
0.524671406,0.555457737,7
0.477342577,0.448336128,7
0.521078596,0.537335246,7
0.504962691,0.501395565,7
0.537670459,0.55150612,7
0.568330376,0.480555223,7
0.482282437,0,7
0.563150476,0.449450327,7
0.5657529,0,7
0.497247513,0.5260634,7
0.553030464,0.45192121,7
0.451240962,0.557250842,7
0.50063768,0,7
0.444361707,0.566317606,7
0.508557993,0.516407332,7
0.56288553,0.334522307,7
0.45245035,0.548659196,7
0.572503665,0.493010182,7
0.570324337,0.49503431,7
0.576304672,0,7
0.487148922,0.519668616,7
0.531723798,0.447829805,7
0.436374834,0.475276704,7
0.438389371,0,7
0.51275826,0.454631463,7
0.728441242,0.517098591,7
0.693761556,0.516699777,7
0.621340318,0.515114617,7
0.6699864,0.514691664,7
0.692665791,0.514286436,7
0.720400797,0.513462129,7
0.622954045,0.51340332,7
0.74072608,0.512705382,7
0.719104001,0.512340463,7
0.684242498,0.511548565,7
0.717892738,0.511414837,7
0.675948803,0.511246279,7
0.773561334,0.51119128,7
0.716435813,0.511140202,7
0.648117801,0.510419755,7
0.726530189,0.509840904,7
0.742391208,0.509778423,7
0.632406797,0,7
0.706918245,0.508282457,7
0.70666612,0.507151355,7
0.64389441,0.506619719,7
0.731773058,0.505893675,7
0.679878111,0.505494349,7
0.625985268,0.504955648,7
0.634727887,0.504257653,7
0.69860586,0.504053701,7
0.679667139,0.503970878,7
0.753411842,0.502855529,7
0.71086963,0.502248621,7
0.732341123,0.453780896,7
0.624021416,0.502015519,7
0.644895855,0.501603662,7
0.656855934,0.501589943,7
0.738840314,0.500945048,7
0.774630181,0.500729707,7
0.757905752,0.753596934,7
0.739999976,0.499988935,7
0.664175032,0.499791003,7
0.686772827,0.498231239,7
0.692836954,0.497847603,7
0.745864691,0.496982757,7
0.75390644,0.496891547,7
0.723631059,0,7
0.635339912,0.191441958,7
0.718714594,0,7
0.725221205,0,7
0.631794827,0.693612321,7
0.675117965,0.492419725,7
0.76545892,0.492206533,7
0.665805891,0.492194616,7
0.664793661,0.492190906,7
0.650874057,0.49212459,7
0.697793571,0.491913778,7
0.679622261,0.491769447,7
0.773354939,0.491255903,7
0.771482866,0.491003223,7
0.770761197,0.490766957,7
0.757720527,0,7
0.632889273,0.393120583,7
0.704313082,0.489830062,7
0.720671949,0.887618335,7
0.64004215,0.810434541,7
0.744851514,0,7
0.742058398,0.292160942,7
0.697710689,0.488131167,7
0.761724311,0.48732281,7
0.761829103,0.552706864,7
0.704488138,0.486975345,7
0.748152514,0.448392823,7
0.656123223,0.486350191,7
0.651449133,0.486016633,7
0.753241943,0.485679205,7
0.725953273,0.485598684,7
0.754879938,0.485392307,7
0.642581623,0.484836169,7
0.727481236,0.300751727,7
0.736202643,0.484225194,7
0.65028852,0.483504913,7
0.702436637,0.482690352,7
0.65903005,0,7
0.640831385,0.482108622,7
0.703371292,0,7
0.626403012,0.480437882,7
0.693631467,0.653403213,7
0.674330524,0.479691033,7
0.718202445,0.479364684,7
0.650939816,0.479106193,7
0.697243572,0.478921376,7
0.731302206,0.478725933,7
0.685257797,0.478488302,7
0.625418336,0.410524726,7
0.641574517,0.477830738,7
0.761883806,0.477651045,7
0.690713488,0.477474277,7
0.656387945,0.776122488,7
0.701747972,0.476703859,7
0.773813529,0.476153045,7
0.684027108,0.476119464,7
0.684854267,0.4760311,7
0.650508769,0.475954329,7
0.869360364,0,7
0.913379705,0.472961943,7
0.863114675,0.471658692,7
0.850698193,0.470446043,7
0.889628996,0.470421483,7
0.843105685,0.469611814,7
0.891282499,0.469392116,7
0.892291285,0.467327127,7
0.892396574,0.463588898,7
0.860275185,0.462939173,7
0.830009136,0.461415862,7
0.882871811,0.46120034,7
0.861904747,0,7
0.979203236,0.151746589,7
0.889031283,0.459255089,7
0.849438245,0.360203043,7
0.893646158,0.45821543,7
0.874517663,0.457651028,7
0.905578819,0.457304847,7
0.93183702,0.024847597,7
0.934232101,0.453864851,7
0.973335667,0.452836861,7
0.823914708,0.451809034,7
0.968198732,0.451796192,7
0.862738251,0.451267513,7
0.944927651,0.451138444,7
0.841759444,0.450834901,7
0.955598118,0,7
0.893674128,0.448138721,7
0.869824833,0,7
0.902636065,0.446493945,7
0.853976703,0.445932843,7
0.943320711,0.445612748,7
0.843829707,0.445142346,7
0.916552418,0.444604095,7
0.902431303,0.442359281,7
0.952450515,0.442297742,7
0.909702607,0.441566522,7
0.952691325,0.44133888,7
0.936078563,0.453839287,7
0.967502545,0.435730664,7
0.946367921,0.435046311,7
0.835601842,0,7
0.967591673,0.433544015,7
0.944073098,0.431304404,7
0.978068854,0.081937482,7
0.836159566,0.168443381,7
0.959356083,0.425324235,7
0.903206314,0.425248961,7
0.927415205,0.42400397,7
0.951548516,0.421342463,7
0.936177432,0.42130668,7
0.908074523,0.421286439,7
0.894743877,0.418328049,7
0.873925998,0.416583409,7
0.896865466,0.41607847,7
0.974244061,0.416034843,7
0.972712453,0.847864121,7
0.972369719,0.414265059,7
0.824388427,0.413987282,7
0.899966395,0.587781993,7
0.835408933,0.413456464,7
0.967886247,0.413365324,7
0.822444426,0.412840628,7
0.94140909,0.41174965,7
0.926962438,0,7
0.85301167,0.411303595,7
0.914700011,0.161140136,7
0.889860488,0.343882089,7
0.834910789,0.41008755,7
0.938779866,0.409725391,7
0.934898701,0.409551346,7
0.883005233,0.489889796,7
0.850820632,0.408204809,7
0.861165694,0.028283493,7
0.930021091,0.405406154,7
0.872072782,0.404370081,7
0.833868375,0.402472475,7
0.944471451,0,7
0.862698042,0.531842141,7
0.934144498,0.398633574,7
0.894689954,0.396545658,7
0.913346007,0.394235018,7
0.853599477,0.394139689,7
0.820934058,0.391630364,7
0.89553715,0.390904991,7
0.91990405,0.096587492,7
0.851050685,0.390175404,7
0.945831115,0.389934437,7
0.936887986,0.389682789,7
0.82251327,0.388289952,7
0.903363335,0.38712827,7
0.96217618,0.384244669,7
0.886456751,0.383059372,7
0.979981526,0.560600485,7
0.915435263,0.380812045,7
0.91776398,0.380706307,7
0.931373527,0.379597666,7
0.83714542,0,7
0.934676611,0.378557017,7
0.175942326,0.357971099,9
0.136033772,0,9
0.089022567,0.358643467,9
0.118164372,0.358759182,9
0.176377754,0.358892742,9
0.026903815,0,9
0.129597885,0.362594181,9
0.176594086,0.363082413,9
0.165945239,0.363616625,9
0.109877179,0.382799151,9
0.073047588,0.36515776,9
0.170109728,0.365785398,9
0.169168782,0.366473457,9
0.095798262,0.366930127,9
0.06697577,0.367085018,9
0.06363854,0.367520644,9
0.047232356,0.36808886,9
0.124989975,0.219976731,9
0.146365799,0.368445323,9
0.095482982,0.369466805,9
0.143163163,0.36999639,9
0.075852971,0.370779783,9
0.113260054,0.370890797,9
0.149529316,0.371284883,9
0.058636998,0.371366339,9
0.050939216,0,9
0.038261647,0.372252243,9
0.096498725,0,9
0.060496902,0.372816923,9
